content,month_str,quarter_str,year_str,value,,
Rounds: private_equity,2008-07,2008-Q3,2008,3,,
Rounds: private_equity,2008-08,2008-Q3,2008,1,,
Rounds: private_equity,2008-09,2008-Q3,2008,4,,
Rounds: private_equity,2008-12,2008-Q4,2008,5,,
Rounds: private_equity,2009-01,2009-Q1,2009,4,,
Rounds: private_equity,2009-02,2009-Q1,2009,2,,
Rounds: private_equity,2009-03,2009-Q1,2009,1,,
Rounds: private_equity,2009-04,2009-Q2,2009,2,,
Rounds: private_equity,2009-05,2009-Q2,2009,4,,
Rounds: private_equity,2009-06,2009-Q2,2009,18,,
Rounds: private_equity,2009-07,2009-Q3,2009,1,,
Rounds: private_equity,2009-09,2009-Q3,2009,5,,
Rounds: private_equity,2009-10,2009-Q4,2009,2,,
Rounds: private_equity,2009-11,2009-Q4,2009,6,,
Rounds: private_equity,2009-12,2009-Q4,2009,13,,
Rounds: private_equity,2010-01,2010-Q1,2010,14,,
Rounds: private_equity,2010-02,2010-Q1,2010,11,,
Rounds: private_equity,2010-03,2010-Q1,2010,13,,
Rounds: private_equity,2010-04,2010-Q2,2010,8,,
Rounds: private_equity,2010-05,2010-Q2,2010,6,,
Rounds: private_equity,2010-06,2010-Q2,2010,6,,
Rounds: private_equity,2010-07,2010-Q3,2010,15,,
Rounds: private_equity,2010-08,2010-Q3,2010,3,,
Rounds: private_equity,2010-09,2010-Q3,2010,3,,
Rounds: private_equity,2010-10,2010-Q4,2010,8,,
Rounds: private_equity,2010-11,2010-Q4,2010,6,,
Rounds: private_equity,2010-12,2010-Q4,2010,3,,
Rounds: private_equity,2011-01,2011-Q1,2011,10,,
Rounds: private_equity,2011-02,2011-Q1,2011,3,,
Rounds: private_equity,2011-03,2011-Q1,2011,7,,
Rounds: private_equity,2011-04,2011-Q2,2011,8,,
Rounds: private_equity,2011-05,2011-Q2,2011,2,,
Rounds: private_equity,2011-06,2011-Q2,2011,9,,
Rounds: private_equity,2011-07,2011-Q3,2011,13,,
Rounds: private_equity,2011-08,2011-Q3,2011,6,,
Rounds: private_equity,2011-09,2011-Q3,2011,9,,
Rounds: private_equity,2011-10,2011-Q4,2011,4,,
Rounds: private_equity,2011-11,2011-Q4,2011,6,,
Rounds: private_equity,2011-12,2011-Q4,2011,6,,
Rounds: private_equity,2012-01,2012-Q1,2012,7,,
Rounds: private_equity,2012-02,2012-Q1,2012,10,,
Rounds: private_equity,2012-03,2012-Q1,2012,6,,
Rounds: private_equity,2012-04,2012-Q2,2012,8,,
Rounds: private_equity,2012-05,2012-Q2,2012,7,,
Rounds: private_equity,2012-06,2012-Q2,2012,12,,
Rounds: private_equity,2012-07,2012-Q3,2012,9,,
Rounds: private_equity,2012-08,2012-Q3,2012,3,,
Rounds: private_equity,2012-09,2012-Q3,2012,6,,
Rounds: private_equity,2012-10,2012-Q4,2012,4,,
Rounds: private_equity,2012-11,2012-Q4,2012,11,,
Rounds: private_equity,2012-12,2012-Q4,2012,9,,
Rounds: private_equity,2013-01,2013-Q1,2013,23,,
Rounds: private_equity,2013-02,2013-Q1,2013,24,,
Rounds: private_equity,2013-03,2013-Q1,2013,29,,
Rounds: private_equity,2013-04,2013-Q2,2013,33,,
Rounds: private_equity,2013-05,2013-Q2,2013,82,,
Rounds: private_equity,2013-06,2013-Q2,2013,96,,
Rounds: private_equity,2013-07,2013-Q3,2013,137,,
Rounds: private_equity,2013-08,2013-Q3,2013,137,,
Rounds: private_equity,2013-09,2013-Q3,2013,145,,
Rounds: private_equity,2013-10,2013-Q4,2013,145,,
Rounds: private_equity,2013-11,2013-Q4,2013,42,,
Rounds: private_equity,2013-12,2013-Q4,2013,40,,
Rounds: private_equity,2014-01,2014-Q1,2014,44,,
Rounds: private_equity,2014-02,2014-Q1,2014,51,,
Rounds: private_equity,2014-03,2014-Q1,2014,36,,
Rounds: private_equity,2014-04,2014-Q2,2014,46,,
Rounds: private_equity,2014-05,2014-Q2,2014,74,,
Rounds: private_equity,2014-06,2014-Q2,2014,72,,
Rounds: private_equity,2014-07,2014-Q3,2014,40,,
Rounds: private_equity,2014-08,2014-Q3,2014,41,,
Rounds: private_equity,2014-09,2014-Q3,2014,46,,
Rounds: private_equity,2014-10,2014-Q4,2014,60,,
Rounds: private_equity,2014-11,2014-Q4,2014,38,,
Rounds: private_equity,2014-12,2014-Q4,2014,3,,
Rounds: product_crowdfunding,2011-01,2011-Q1,2011,1,,
Rounds: product_crowdfunding,2011-08,2011-Q3,2011,1,,
Rounds: product_crowdfunding,2012-07,2012-Q3,2012,1,,
Rounds: product_crowdfunding,2012-08,2012-Q3,2012,1,,
Rounds: product_crowdfunding,2012-10,2012-Q4,2012,1,,
Rounds: product_crowdfunding,2012-12,2012-Q4,2012,2,,
Rounds: product_crowdfunding,2013-05,2013-Q2,2013,2,,
Rounds: product_crowdfunding,2013-06,2013-Q2,2013,3,,
Rounds: product_crowdfunding,2013-07,2013-Q3,2013,6,,
Rounds: product_crowdfunding,2013-08,2013-Q3,2013,15,,
Rounds: product_crowdfunding,2013-09,2013-Q3,2013,31,,
Rounds: product_crowdfunding,2013-10,2013-Q4,2013,14,,
Rounds: product_crowdfunding,2013-11,2013-Q4,2013,13,,
Rounds: product_crowdfunding,2013-12,2013-Q4,2013,16,,
Rounds: product_crowdfunding,2014-01,2014-Q1,2014,25,,
Rounds: product_crowdfunding,2014-02,2014-Q1,2014,10,,
Rounds: product_crowdfunding,2014-03,2014-Q1,2014,7,,
Rounds: product_crowdfunding,2014-04,2014-Q2,2014,4,,
Rounds: product_crowdfunding,2014-05,2014-Q2,2014,13,,
Rounds: product_crowdfunding,2014-06,2014-Q2,2014,11,,
Rounds: product_crowdfunding,2014-07,2014-Q3,2014,14,,
Rounds: product_crowdfunding,2014-08,2014-Q3,2014,13,,
Rounds: product_crowdfunding,2014-09,2014-Q3,2014,13,,
Rounds: product_crowdfunding,2014-10,2014-Q4,2014,10,,
Rounds: product_crowdfunding,2014-11,2014-Q4,2014,7,,
Rounds: product_crowdfunding,2014-12,2014-Q4,2014,1,,
Rounds: secondary_market,2009-09,2009-Q3,2009,1,,
Rounds: secondary_market,2010-07,2010-Q3,2010,1,,
Rounds: secondary_market,2011-09,2011-Q3,2011,1,,
Rounds: secondary_market,2013-12,2013-Q4,2013,17,,
Rounds: secondary_market,2014-01,2014-Q1,2014,3,,
Rounds: secondary_market,2014-02,2014-Q1,2014,1,,
Rounds: secondary_market,2014-03,2014-Q1,2014,2,,
Rounds: secondary_market,2014-04,2014-Q2,2014,4,,
Rounds: secondary_market,2014-05,2014-Q2,2014,5,,
Rounds: secondary_market,2014-06,2014-Q2,2014,1,,
Rounds: secondary_market,2014-07,2014-Q3,2014,2,,
Rounds: secondary_market,2014-08,2014-Q3,2014,5,,
Rounds: secondary_market,2014-09,2014-Q3,2014,4,,
Rounds: secondary_market,2014-10,2014-Q4,2014,5,,
Rounds: secondary_market,2014-11,2014-Q4,2014,3,,
Rounds: seed,2007-06,2007-Q2,2007,5,,
Rounds: seed,2007-07,2007-Q3,2007,12,,
Rounds: seed,2007-08,2007-Q3,2007,26,,
Rounds: seed,2007-09,2007-Q3,2007,6,,
Rounds: seed,2007-10,2007-Q4,2007,6,,
Rounds: seed,2007-11,2007-Q4,2007,23,,
Rounds: seed,2007-12,2007-Q4,2007,15,,
Rounds: seed,2008-01,2008-Q1,2008,13,,
Rounds: seed,2008-02,2008-Q1,2008,64,,
Rounds: seed,2008-03,2008-Q1,2008,57,,
Rounds: seed,2008-04,2008-Q2,2008,35,,
Rounds: seed,2008-05,2008-Q2,2008,36,,
Rounds: seed,2008-06,2008-Q2,2008,64,,
Rounds: seed,2008-07,2008-Q3,2008,55,,
Rounds: seed,2008-08,2008-Q3,2008,59,,
Rounds: seed,2008-09,2008-Q3,2008,45,,
Rounds: seed,2008-10,2008-Q4,2008,41,,
Rounds: seed,2008-11,2008-Q4,2008,49,,
Rounds: seed,2008-12,2008-Q4,2008,45,,
Rounds: seed,2009-01,2009-Q1,2009,49,,
Rounds: seed,2009-02,2009-Q1,2009,36,,
Rounds: seed,2009-03,2009-Q1,2009,74,,
Rounds: seed,2009-04,2009-Q2,2009,50,,
Rounds: seed,2009-05,2009-Q2,2009,59,,
Rounds: seed,2009-06,2009-Q2,2009,60,,
Rounds: seed,2009-07,2009-Q3,2009,43,,
Rounds: seed,2009-08,2009-Q3,2009,83,,
Rounds: seed,2009-09,2009-Q3,2009,89,,
Rounds: seed,2009-10,2009-Q4,2009,61,,
Rounds: seed,2009-11,2009-Q4,2009,52,,
Rounds: seed,2009-12,2009-Q4,2009,59,,
Rounds: seed,2010-01,2010-Q1,2010,50,,
Rounds: seed,2010-02,2010-Q1,2010,62,,
Rounds: seed,2010-03,2010-Q1,2010,76,,
Rounds: seed,2010-04,2010-Q2,2010,74,,
Rounds: seed,2010-05,2010-Q2,2010,77,,
Rounds: seed,2010-06,2010-Q2,2010,74,,
Rounds: seed,2010-07,2010-Q3,2010,79,,
Rounds: seed,2010-08,2010-Q3,2010,96,,
Rounds: seed,2010-09,2010-Q3,2010,80,,
Rounds: seed,2010-10,2010-Q4,2010,89,,
Rounds: seed,2010-11,2010-Q4,2010,88,,
Rounds: seed,2010-12,2010-Q4,2010,69,,
Rounds: seed,2011-01,2011-Q1,2011,71,,
Rounds: seed,2011-02,2011-Q1,2011,89,,
Rounds: seed,2011-03,2011-Q1,2011,133,,
Rounds: seed,2011-04,2011-Q2,2011,105,,
Rounds: seed,2011-05,2011-Q2,2011,121,,
Rounds: seed,2011-06,2011-Q2,2011,133,,
Rounds: seed,2011-07,2011-Q3,2011,130,,
Rounds: seed,2011-08,2011-Q3,2011,115,,
Rounds: seed,2011-09,2011-Q3,2011,125,,
Rounds: seed,2011-10,2011-Q4,2011,113,,
Rounds: seed,2011-11,2011-Q4,2011,137,,
Rounds: seed,2011-12,2011-Q4,2011,107,,
Rounds: seed,2012-01,2012-Q1,2012,124,,
Rounds: seed,2012-02,2012-Q1,2012,135,,
Rounds: seed,2012-03,2012-Q1,2012,142,,
Rounds: seed,2012-04,2012-Q2,2012,129,,
Rounds: seed,2012-05,2012-Q2,2012,220,,
Rounds: seed,2012-06,2012-Q2,2012,144,,
Rounds: seed,2012-07,2012-Q3,2012,159,,
Rounds: seed,2012-08,2012-Q3,2012,197,,
Rounds: seed,2012-09,2012-Q3,2012,182,,
Rounds: seed,2012-10,2012-Q4,2012,162,,
Rounds: seed,2012-11,2012-Q4,2012,182,,
Rounds: seed,2012-12,2012-Q4,2012,147,,
Rounds: seed,2013-01,2013-Q1,2013,181,,
Rounds: seed,2013-02,2013-Q1,2013,252,,
Rounds: seed,2013-03,2013-Q1,2013,289,,
Rounds: seed,2013-04,2013-Q2,2013,203,,
Rounds: seed,2013-05,2013-Q2,2013,454,,
Rounds: seed,2013-06,2013-Q2,2013,474,,
Rounds: seed,2013-07,2013-Q3,2013,737,,
Rounds: seed,2013-08,2013-Q3,2013,633,,
Rounds: seed,2013-09,2013-Q3,2013,738,,
Rounds: seed,2013-10,2013-Q4,2013,711,,
Rounds: seed,2013-11,2013-Q4,2013,584,,
Rounds: seed,2013-12,2013-Q4,2013,342,,
Rounds: seed,2014-01,2014-Q1,2014,521,,
Rounds: seed,2014-02,2014-Q1,2014,918,,
Rounds: seed,2014-03,2014-Q1,2014,1368,,
Rounds: seed,2014-04,2014-Q2,2014,644,,
Rounds: seed,2014-05,2014-Q2,2014,1405,,
Rounds: seed,2014-06,2014-Q2,2014,825,,
Rounds: seed,2014-07,2014-Q3,2014,737,,
Rounds: seed,2014-08,2014-Q3,2014,901,,
Rounds: seed,2014-09,2014-Q3,2014,1155,,
Rounds: seed,2014-10,2014-Q4,2014,808,,
Rounds: seed,2014-11,2014-Q4,2014,602,,
Rounds: seed,2014-12,2014-Q4,2014,28,,
Rounds: undisclosed,2007-10,2007-Q4,2007,1,,
Rounds: undisclosed,2008-03,2008-Q1,2008,1,,
Rounds: undisclosed,2008-04,2008-Q2,2008,2,,
Rounds: undisclosed,2008-05,2008-Q2,2008,4,,
Rounds: undisclosed,2008-06,2008-Q2,2008,10,,
Rounds: undisclosed,2008-07,2008-Q3,2008,5,,
Rounds: undisclosed,2008-08,2008-Q3,2008,10,,
Rounds: undisclosed,2008-09,2008-Q3,2008,6,,
Rounds: undisclosed,2008-10,2008-Q4,2008,3,,
Rounds: undisclosed,2008-11,2008-Q4,2008,4,,
Rounds: undisclosed,2008-12,2008-Q4,2008,7,,
Rounds: undisclosed,2009-01,2009-Q1,2009,13,,
Rounds: undisclosed,2009-02,2009-Q1,2009,1,,
Rounds: undisclosed,2009-03,2009-Q1,2009,6,,
Rounds: undisclosed,2009-04,2009-Q2,2009,4,,
Rounds: undisclosed,2009-05,2009-Q2,2009,9,,
Rounds: undisclosed,2009-06,2009-Q2,2009,26,,
Rounds: undisclosed,2009-07,2009-Q3,2009,31,,
Rounds: undisclosed,2009-08,2009-Q3,2009,15,,
Rounds: undisclosed,2009-09,2009-Q3,2009,34,,
Rounds: undisclosed,2009-10,2009-Q4,2009,8,,
Rounds: undisclosed,2009-11,2009-Q4,2009,23,,
Rounds: undisclosed,2009-12,2009-Q4,2009,24,,
Rounds: undisclosed,2010-01,2010-Q1,2010,40,,
Rounds: undisclosed,2010-02,2010-Q1,2010,30,,
Rounds: undisclosed,2010-03,2010-Q1,2010,24,,
Rounds: undisclosed,2010-04,2010-Q2,2010,19,,
Rounds: undisclosed,2010-05,2010-Q2,2010,3,,
Rounds: undisclosed,2010-06,2010-Q2,2010,15,,
Rounds: undisclosed,2010-07,2010-Q3,2010,8,,
Rounds: undisclosed,2010-08,2010-Q3,2010,9,,
Rounds: undisclosed,2010-09,2010-Q3,2010,11,,
Rounds: undisclosed,2010-10,2010-Q4,2010,31,,
Rounds: undisclosed,2010-11,2010-Q4,2010,23,,
Rounds: undisclosed,2010-12,2010-Q4,2010,25,,
Rounds: undisclosed,2011-01,2011-Q1,2011,19,,
Rounds: undisclosed,2011-02,2011-Q1,2011,26,,
Rounds: undisclosed,2011-03,2011-Q1,2011,26,,
Rounds: undisclosed,2011-04,2011-Q2,2011,23,,
Rounds: undisclosed,2011-05,2011-Q2,2011,26,,
Rounds: undisclosed,2011-06,2011-Q2,2011,35,,
Rounds: undisclosed,2011-07,2011-Q3,2011,37,,
Rounds: undisclosed,2011-08,2011-Q3,2011,38,,
Rounds: undisclosed,2011-09,2011-Q3,2011,42,,
Rounds: undisclosed,2011-10,2011-Q4,2011,35,,
Rounds: undisclosed,2011-11,2011-Q4,2011,23,,
Rounds: undisclosed,2011-12,2011-Q4,2011,14,,
Rounds: undisclosed,2012-01,2012-Q1,2012,21,,
Rounds: undisclosed,2012-02,2012-Q1,2012,32,,
Rounds: undisclosed,2012-03,2012-Q1,2012,26,,
Rounds: undisclosed,2012-04,2012-Q2,2012,37,,
Rounds: undisclosed,2012-05,2012-Q2,2012,29,,
Rounds: undisclosed,2012-06,2012-Q2,2012,64,,
Rounds: undisclosed,2012-07,2012-Q3,2012,22,,
Rounds: undisclosed,2012-08,2012-Q3,2012,32,,
Rounds: undisclosed,2012-09,2012-Q3,2012,31,,
Rounds: undisclosed,2012-10,2012-Q4,2012,24,,
Rounds: undisclosed,2012-11,2012-Q4,2012,14,,
Rounds: undisclosed,2012-12,2012-Q4,2012,7,,
Rounds: undisclosed,2013-01,2013-Q1,2013,34,,
Rounds: undisclosed,2013-02,2013-Q1,2013,33,,
Rounds: undisclosed,2013-03,2013-Q1,2013,20,,
Rounds: undisclosed,2013-04,2013-Q2,2013,33,,
Rounds: undisclosed,2013-05,2013-Q2,2013,53,,
Rounds: undisclosed,2013-06,2013-Q2,2013,59,,
Rounds: undisclosed,2013-07,2013-Q3,2013,69,,
Rounds: undisclosed,2013-08,2013-Q3,2013,88,,
Rounds: undisclosed,2013-09,2013-Q3,2013,71,,
Rounds: undisclosed,2013-10,2013-Q4,2013,103,,
Rounds: undisclosed,2013-11,2013-Q4,2013,49,,
Rounds: undisclosed,2013-12,2013-Q4,2013,61,,
Rounds: undisclosed,2014-01,2014-Q1,2014,109,,
Rounds: undisclosed,2014-02,2014-Q1,2014,127,,
Rounds: undisclosed,2014-03,2014-Q1,2014,298,,
Rounds: undisclosed,2014-04,2014-Q2,2014,168,,
Rounds: undisclosed,2014-05,2014-Q2,2014,171,,
Rounds: undisclosed,2014-06,2014-Q2,2014,156,,
Rounds: undisclosed,2014-07,2014-Q3,2014,307,,
Rounds: undisclosed,2014-08,2014-Q3,2014,243,,
Rounds: undisclosed,2014-09,2014-Q3,2014,166,,
Rounds: undisclosed,2014-10,2014-Q4,2014,143,,
Rounds: undisclosed,2014-11,2014-Q4,2014,166,,
Rounds: undisclosed,2014-12,2014-Q4,2014,2,,
Rounds: venture,2007-05,2007-Q2,2007,5,,
Rounds: venture,2007-06,2007-Q2,2007,52,,
Rounds: venture,2007-07,2007-Q3,2007,156,,
Rounds: venture,2007-08,2007-Q3,2007,210,,
Rounds: venture,2007-09,2007-Q3,2007,65,,
Rounds: venture,2007-10,2007-Q4,2007,58,,
Rounds: venture,2007-11,2007-Q4,2007,144,,
Rounds: venture,2007-12,2007-Q4,2007,128,,
Rounds: venture,2008-01,2008-Q1,2008,131,,
Rounds: venture,2008-02,2008-Q1,2008,137,,
Rounds: venture,2008-03,2008-Q1,2008,135,,
Rounds: venture,2008-04,2008-Q2,2008,120,,
Rounds: venture,2008-05,2008-Q2,2008,184,,
Rounds: venture,2008-06,2008-Q2,2008,195,,
Rounds: venture,2008-07,2008-Q3,2008,131,,
Rounds: venture,2008-08,2008-Q3,2008,129,,
Rounds: venture,2008-09,2008-Q3,2008,100,,
Rounds: venture,2008-10,2008-Q4,2008,116,,
Rounds: venture,2008-11,2008-Q4,2008,107,,
Rounds: venture,2008-12,2008-Q4,2008,219,,
Rounds: venture,2009-01,2009-Q1,2009,461,,
Rounds: venture,2009-02,2009-Q1,2009,106,,
Rounds: venture,2009-03,2009-Q1,2009,149,,
Rounds: venture,2009-04,2009-Q2,2009,187,,
Rounds: venture,2009-05,2009-Q2,2009,305,,
Rounds: venture,2009-06,2009-Q2,2009,606,,
Rounds: venture,2009-07,2009-Q3,2009,586,,
Rounds: venture,2009-08,2009-Q3,2009,280,,
Rounds: venture,2009-09,2009-Q3,2009,399,,
Rounds: venture,2009-10,2009-Q4,2009,237,,
Rounds: venture,2009-11,2009-Q4,2009,299,,
Rounds: venture,2009-12,2009-Q4,2009,615,,
Rounds: venture,2010-01,2010-Q1,2010,595,,
Rounds: venture,2010-02,2010-Q1,2010,550,,
Rounds: venture,2010-03,2010-Q1,2010,880,,
Rounds: venture,2010-04,2010-Q2,2010,1160,,
Rounds: venture,2010-05,2010-Q2,2010,567,,
Rounds: venture,2010-06,2010-Q2,2010,455,,
Rounds: venture,2010-07,2010-Q3,2010,607,,
Rounds: venture,2010-08,2010-Q3,2010,412,,
Rounds: venture,2010-09,2010-Q3,2010,418,,
Rounds: venture,2010-10,2010-Q4,2010,822,,
Rounds: venture,2010-11,2010-Q4,2010,317,,
Rounds: venture,2010-12,2010-Q4,2010,231,,
Rounds: venture,2011-01,2011-Q1,2011,273,,
Rounds: venture,2011-02,2011-Q1,2011,242,,
Rounds: venture,2011-03,2011-Q1,2011,252,,
Rounds: venture,2011-04,2011-Q2,2011,226,,
Rounds: venture,2011-05,2011-Q2,2011,261,,
Rounds: venture,2011-06,2011-Q2,2011,295,,
Rounds: venture,2011-07,2011-Q3,2011,248,,
Rounds: venture,2011-08,2011-Q3,2011,285,,
Rounds: venture,2011-09,2011-Q3,2011,269,,
Rounds: venture,2011-10,2011-Q4,2011,257,,
Rounds: venture,2011-11,2011-Q4,2011,243,,
Rounds: venture,2011-12,2011-Q4,2011,228,,
Rounds: venture,2012-01,2012-Q1,2012,289,,
Rounds: venture,2012-02,2012-Q1,2012,241,,
Rounds: venture,2012-03,2012-Q1,2012,234,,
Rounds: venture,2012-04,2012-Q2,2012,282,,
Rounds: venture,2012-05,2012-Q2,2012,279,,
Rounds: venture,2012-06,2012-Q2,2012,273,,
Rounds: venture,2012-07,2012-Q3,2012,271,,
Rounds: venture,2012-08,2012-Q3,2012,227,,
Rounds: venture,2012-09,2012-Q3,2012,251,,
Rounds: venture,2012-10,2012-Q4,2012,229,,
Rounds: venture,2012-11,2012-Q4,2012,233,,
Rounds: venture,2012-12,2012-Q4,2012,162,,
Rounds: venture,2013-01,2013-Q1,2013,269,,
Rounds: venture,2013-02,2013-Q1,2013,219,,
Rounds: venture,2013-03,2013-Q1,2013,200,,
Rounds: venture,2013-04,2013-Q2,2013,250,,
Rounds: venture,2013-05,2013-Q2,2013,579,,
Rounds: venture,2013-06,2013-Q2,2013,790,,
Rounds: venture,2013-07,2013-Q3,2013,1038,,
Rounds: venture,2013-08,2013-Q3,2013,1030,,
Rounds: venture,2013-09,2013-Q3,2013,1073,,
Rounds: venture,2013-10,2013-Q4,2013,1190,,
Rounds: venture,2013-11,2013-Q4,2013,1524,,
Rounds: venture,2013-12,2013-Q4,2013,1647,,
Rounds: venture,2014-01,2014-Q1,2014,1875,,
Rounds: venture,2014-02,2014-Q1,2014,1826,,
Rounds: venture,2014-03,2014-Q1,2014,1407,,
Rounds: venture,2014-04,2014-Q2,2014,879,,
Rounds: venture,2014-05,2014-Q2,2014,985,,
Rounds: venture,2014-06,2014-Q2,2014,1225,,
Rounds: venture,2014-07,2014-Q3,2014,1062,,
Rounds: venture,2014-08,2014-Q3,2014,740,,
Rounds: venture,2014-09,2014-Q3,2014,740,,
Rounds: venture,2014-10,2014-Q4,2014,636,,
Rounds: venture,2014-11,2014-Q4,2014,743,,
Rounds: venture,2014-12,2014-Q4,2014,34,,
Rounds,2007-05,2007-Q2,2007,6,,
Rounds,2007-06,2007-Q2,2007,59,,
Rounds,2007-07,2007-Q3,2007,181,,
Rounds,2007-08,2007-Q3,2007,258,,
Rounds,2007-09,2007-Q3,2007,83,,
Rounds,2007-10,2007-Q4,2007,76,,
Rounds,2007-11,2007-Q4,2007,195,,
Rounds,2007-12,2007-Q4,2007,157,,
Rounds,2008-01,2008-Q1,2008,162,,
Rounds,2008-02,2008-Q1,2008,281,,
Rounds,2008-03,2008-Q1,2008,227,,
Rounds,2008-04,2008-Q2,2008,189,,
Rounds,2008-05,2008-Q2,2008,268,,
Rounds,2008-06,2008-Q2,2008,320,,
Rounds,2008-07,2008-Q3,2008,229,,
Rounds,2008-08,2008-Q3,2008,234,,
Rounds,2008-09,2008-Q3,2008,184,,
Rounds,2008-10,2008-Q4,2008,189,,
Rounds,2008-11,2008-Q4,2008,195,,
Rounds,2008-12,2008-Q4,2008,315,,
Rounds,2009-01,2009-Q1,2009,572,,
Rounds,2009-02,2009-Q1,2009,167,,
Rounds,2009-03,2009-Q1,2009,250,,
Rounds,2009-04,2009-Q2,2009,272,,
Rounds,2009-05,2009-Q2,2009,397,,
Rounds,2009-06,2009-Q2,2009,751,,
Rounds,2009-07,2009-Q3,2009,694,,
Rounds,2009-08,2009-Q3,2009,424,,
Rounds,2009-09,2009-Q3,2009,589,,
Rounds,2009-10,2009-Q4,2009,343,,
Rounds,2009-11,2009-Q4,2009,446,,
Rounds,2009-12,2009-Q4,2009,835,,
Rounds,2010-01,2010-Q1,2010,810,,
Rounds,2010-02,2010-Q1,2010,711,,
Rounds,2010-03,2010-Q1,2010,1088,,
Rounds,2010-04,2010-Q2,2010,1331,,
Rounds,2010-05,2010-Q2,2010,699,,
Rounds,2010-06,2010-Q2,2010,601,,
Rounds,2010-07,2010-Q3,2010,756,,
Rounds,2010-08,2010-Q3,2010,566,,
Rounds,2010-09,2010-Q3,2010,572,,
Rounds,2010-10,2010-Q4,2010,1027,,
Rounds,2010-11,2010-Q4,2010,507,,
Rounds,2010-12,2010-Q4,2010,368,,
Rounds,2011-01,2011-Q1,2011,436,,
Rounds,2011-02,2011-Q1,2011,419,,
Rounds,2011-03,2011-Q1,2011,470,,
Rounds,2011-04,2011-Q2,2011,424,,
Rounds,2011-05,2011-Q2,2011,486,,
Rounds,2011-06,2011-Q2,2011,536,,
Rounds,2011-07,2011-Q3,2011,500,,
Rounds,2011-08,2011-Q3,2011,526,,
Rounds,2011-09,2011-Q3,2011,524,,
Rounds,2011-10,2011-Q4,2011,474,,
Rounds,2011-11,2011-Q4,2011,477,,
Rounds,2011-12,2011-Q4,2011,417,,
Rounds,2012-01,2012-Q1,2012,518,,
Rounds,2012-02,2012-Q1,2012,478,,
Rounds,2012-03,2012-Q1,2012,472,,
Rounds,2012-04,2012-Q2,2012,541,,
Rounds,2012-05,2012-Q2,2012,611,,
Rounds,2012-06,2012-Q2,2012,597,,
Rounds,2012-07,2012-Q3,2012,548,,
Rounds,2012-08,2012-Q3,2012,556,,
Rounds,2012-09,2012-Q3,2012,533,,
Rounds,2012-10,2012-Q4,2012,494,,
Rounds,2012-11,2012-Q4,2012,503,,
Rounds,2012-12,2012-Q4,2012,369,,
Rounds,2013-01,2013-Q1,2013,589,,
Rounds,2013-02,2013-Q1,2013,612,,
Rounds,2013-03,2013-Q1,2013,637,,
Rounds,2013-04,2013-Q2,2013,617,,
Rounds,2013-05,2013-Q2,2013,1386,,
Rounds,2013-06,2013-Q2,2013,1837,,
Rounds,2013-07,2013-Q3,2013,2554,,
Rounds,2013-08,2013-Q3,2013,2406,,
Rounds,2013-09,2013-Q3,2013,2655,,
Rounds,2013-10,2013-Q4,2013,2575,,
Rounds,2013-11,2013-Q4,2013,2798,,
Rounds,2013-12,2013-Q4,2013,2698,,
Rounds,2014-01,2014-Q1,2014,3166,,
Rounds,2014-02,2014-Q1,2014,3654,,
Rounds,2014-03,2014-Q1,2014,3697,,
Rounds,2014-04,2014-Q2,2014,2067,,
Rounds,2014-05,2014-Q2,2014,3123,,
Rounds,2014-06,2014-Q2,2014,2711,,
Rounds,2014-07,2014-Q3,2014,4513,,
Rounds,2014-08,2014-Q3,2014,2338,,
Rounds,2014-09,2014-Q3,2014,2830,,
Rounds,2014-10,2014-Q4,2014,1951,,
Rounds,2014-11,2014-Q4,2014,2052,,
Rounds,2014-12,2014-Q4,2014,77,,
Acquisitions,1960-01,1960-Q1,1960,1,,
Acquisitions,1960-12,1960-Q4,1960,1,,
Acquisitions,1967-04,1967-Q2,1967,1,,
Acquisitions,1973-01,1973-Q1,1973,1,,
Acquisitions,1977-01,1977-Q1,1977,1,,
Acquisitions,1980-01,1980-Q1,1980,1,,
Acquisitions,1981-01,1981-Q1,1981,2,,
Acquisitions,1982-08,1982-Q3,1982,1,,
Acquisitions,1984-06,1984-Q2,1984,1,,
Acquisitions,1984-09,1984-Q3,1984,1,,
Acquisitions,1986-01,1986-Q1,1986,1,,
Acquisitions,1986-07,1986-Q3,1986,1,,
Acquisitions,1987-06,1987-Q2,1987,4,,
Acquisitions,1988-01,1988-Q1,1988,2,,
Acquisitions,1988-03,1988-Q1,1988,1,,
Acquisitions,1988-06,1988-Q2,1988,2,,
Acquisitions,1988-07,1988-Q3,1988,1,,
Acquisitions,1988-12,1988-Q4,1988,1,,
Acquisitions,1989-01,1989-Q1,1989,2,,
Acquisitions,1989-04,1989-Q2,1989,1,,
Acquisitions,1990-03,1990-Q1,1990,2,,
Acquisitions,1990-06,1990-Q2,1990,1,,
Acquisitions,1991-01,1991-Q1,1991,2,,
Acquisitions,1991-03,1991-Q1,1991,1,,
Acquisitions,1991-08,1991-Q3,1991,2,,
Acquisitions,1991-12,1991-Q4,1991,1,,
Acquisitions,1992-01,1992-Q1,1992,2,,
Acquisitions,1992-03,1992-Q1,1992,1,,
Acquisitions,1992-06,1992-Q2,1992,2,,
Acquisitions,1993-02,1993-Q1,1993,1,,
Acquisitions,1993-03,1993-Q1,1993,1,,
